person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Dorli Stănescu,dorlistănescu,dorlistănescu@gmail.com,1250325253168,1972-09-16,"Bulevardul Preda Nr. 565 Bl. 38  Sc. 79 Ap. 404, Borcea, 569587",0733 119 983,97:da:16:fa:ee:69,122.97.98.215,RO46LUPA1128709636095049,2025-06-25 06:40:14,5164,709,489,1173197,d8422287-0b9a-417a-9929-8dc97409ab11
Mara Mocanu,maramocanu,maramocanu@email.ro,1120320457856,1949-06-05,"Bulevardul Irinel Ioniță Nr. 50, Rovinari, 517450",0233 393 753,79:6d:5d:c2:73:17,62.227.23.250,RO11AFKO5979952103291273,2025-06-25 06:40:14,20521,895,318,1722886,f2f19841-9511-4444-af37-0ac8fddc4cfa
Marcheta Tomescu,marchetatomescu,marchetatomescu@zzup.ro,3740928444310,1987-02-04,"Soseaua Stan, Roseti, 237303",0233 228 707,88:10:7b:0c:de:c2,69.205.4.50,RO18JPKH5411895441401466,2025-06-25 06:40:14,17341,791,88,457204,d31a94c4-5a44-4511-bda4-889f23c508c1
Dorian Dumitrescu,doriandumitrescu,doriandumitrescu@kappa.ro,4920507467783,1970-12-08,"Intrarea Emanuil Ababei Nr. 96 Bl. 11  Sc. 78 Ap. 698, Targu Secuiesc, 997146",0240 178 720,cc:00:d8:83:68:0e,47.216.171.51,RO59YHLI6797359767058347,2025-06-25 06:40:14,15335,113,14,515101,bdb6ac2a-8ece-44b2-93fa-362975cdfd7b
Olimpia Tomescu,olimpiatomescu,olimpiatomescu@email.ro,4300309144310,2017-01-27,"Strada Viorica Ene Nr. 31, Dragasani, 822857",0768 696 729,71:de:ba:8c:a4:4d,185.26.131.54,RO36JECZ2562146586157463,2025-06-25 06:40:14,1448,643,380,250593,51dab82b-16dc-420f-bc91-41d9523805ca
Anghelina Ardelean,anghelinaardelean,anghelinaardelean@kappa.ro,3110619036111,1995-04-02,"Strada Mocanu, Roman, 675987",021 200 9225,1a:e2:b1:46:33:6f,58.201.205.175,RO70FSHC6390364693344567,2025-06-25 06:40:14,19692,617,682,1319032,155826b2-40ed-47e1-9e2b-edd1476a71e9
Eusebiu Pop,eusebiupop,eusebiupop@gmail.com,6030725449317,1912-11-05,"Strada Eftimie, Baile Borsa, 989918",0236 062 442,c6:70:e4:10:83:49,85.67.40.40,RO34BXIZ2063236698122555,2025-06-25 06:40:14,21362,87,151,1954978,41d3744f-4de1-4ef6-bd3c-9d66722176ba
Cristea Popa,cristeapopa,cristeapopa@acasa.ro,4450319099891,1931-11-29,"Aleea Stancu Nr. 376 Bl. 61  Sc. 66 Ap. 968, Bals, 465346",0729 887 942,52:8f:36:60:1b:76,214.114.108.243,RO53XTPL6451408725975348,2025-06-25 06:40:14,18356,526,768,290728,55431502-a605-4e2f-a3b1-ab03a71d62e5
Călin Oprea,călinoprea,călinoprea@141.ro,7980926149091,1989-11-04,"Strada Nistor Nr. 950 Bl. 67  Sc. 59 Ap. 949, Babeni, 426268",0711 400 464,58:93:e8:19:07:6d,119.113.219.23,RO97BCGV9876325926361711,2025-06-25 06:40:14,5084,819,122,1443378,f20d9703-0b55-4d6f-a04f-6e8fa7161d10
Alice Diaconescu,alicediaconescu,alicediaconescu@post.ro,1250311453056,1966-05-26,"Intrarea Mioara Dumitrescu Nr. 363, Peris, 488901",0264 186 703,e2:1c:5d:c0:2d:30,68.156.219.205,RO09TVFP0229175822267267,2025-06-25 06:40:14,6296,680,739,1661285,357473c2-6f56-4252-bc3e-2075add4ce54
Mădălin Stancu,mădălinstancu,mădălinstancu@email.ro,5400927462169,1996-03-31,"Soseaua Eftimie Nr. 52 Bl. 53  Sc. 32 Ap. 972, Miercurea-Ciuc, 373557",0747 898 397,91:a4:9a:95:3a:3d,201.26.28.206,RO47DVBN3668763221846505,2025-06-25 06:40:14,4290,761,188,1861353,6587eed4-02f6-4aa9-9bff-561324602e54
Alida Barbu,alidabarbu,alidabarbu@email.ro,7570806327973,2024-11-16,"Bulevardul Silvian Florea Nr. 55, Carei, 896500",0738 738 303,27:65:50:61:fa:72,174.233.222.39,RO10MHSE3123543162158746,2025-06-25 06:40:14,24656,631,340,1175474,0baaae28-0310-4455-a491-456712aa6b0e
Jasmina Mocanu,jasminamocanu,jasminamocanu@post.ro,2110525075538,1964-07-23,"Soseaua Oprea Nr. 42, Podu Iloaiei, 367049",0784 398 961,52:a1:0b:86:e0:af,14.92.96.14,RO72QNCD8291788071689705,2025-06-25 06:40:14,30837,923,481,2372,46b50d08-8198-454b-b218-0823b4edde09
Pleșu Popa,pleșupopa,pleșupopa@email.ro,6470727085121,2020-03-18,"Soseaua Barbu Nr. 415, Nadlac, 354296",0260 235 040,0e:ad:a0:79:bc:16,135.151.192.185,RO56HVZS2114011829365430,2025-06-25 06:40:14,31459,14,106,309833,45190526-e3a8-4b32-b70f-ce8207a6978f
Florența Preda,florențapreda,florențapreda@kappa.ro,7271113467655,1948-07-10,"Strada Teona Diaconescu Nr. 37 Bl. 99  Sc. 33 Ap. 154, Zarnesti, 800490",0760 994 338,ca:9d:9e:2d:f5:ec,188.176.143.128,RO31VDOE5571013040321448,2025-06-25 06:40:14,27934,58,172,331607,ab8fc5ef-2c47-4df9-93e9-8fbd26dbd08f
Cătălin Stan,cătălinstan,cătălinstan@zzup.ro,7710224392657,1990-06-19,"Intrarea Ababei, Tasnad, 723043",0723 059 890,6a:f8:a7:e2:51:ac,177.32.185.195,RO02DIBG9581948096275041,2025-06-25 06:40:14,29132,49,271,846535,4ce7f5a6-96c9-4a23-ab2d-db59518aa01f
Carina Stancu,carinastancu,carinastancu@zzup.ro,6450219051881,2004-07-11,"Aleea Dumitrescu Nr. 24 Bl. 54  Sc. 78 Ap. 703, Intorsura Buzaului, 137743",0269 015 093,89:0e:7d:1c:94:2a,134.204.178.154,RO10AGHY4464720138670475,2025-06-25 06:40:14,18959,748,697,839540,bf9367d7-8ec1-4a0e-84b7-c885ca691be2
Eugen Ioniță,eugenioniță,eugenioniță@141.ro,4200602364741,1932-11-27,"Soseaua Marin Nr. 63 Bl. 62  Sc. 30 Ap. 172, Turnu Magurele, 407555",0738 904 624,75:e6:8a:71:79:a8,154.219.72.147,RO73TQVH8151940243620331,2025-06-25 06:40:14,25309,541,457,500664,d55741b6-4e61-4066-904c-d532448e33fd
Tiberia Stancu,tiberiastancu,tiberiastancu@post.ro,2120927340432,1984-04-20,"Bulevardul Cristea, Brasov, 115105",0251 633 125,e4:09:f3:c9:68:bd,36.200.6.166,RO37VVDT8381965763706097,2025-06-25 06:40:14,1699,574,110,1066413,acb6030b-7d8a-4cc6-8282-d455daf501cd
Lică Niță,licăniță,licăniță@acasa.ro,1280208463541,1956-02-02,"Aleea Pătru Florea Nr. 61, Huedin, 660553",0239 196 133,5f:e8:37:d4:2a:00,20.1.134.205,RO49NBDQ9634104028982383,2025-06-25 06:40:14,23391,290,282,1033254,7c501072-f848-499b-94e4-ad41ce590b64
Georgel Dochioiu,georgeldochioiu,georgeldochioiu@acasa.ro,8741217037421,1916-09-18,"Intrarea Tudosia Stoica Nr. 79 Bl. 36  Sc. 72 Ap. 317, Buftea, 414146",0751 807 583,d4:b0:52:f5:5b:77,113.150.221.24,RO98OMQC9318242119582702,2025-06-25 06:40:14,30392,747,3,327549,f5512dd7-944d-499c-836e-aef24bd578bf
Mihnea Oprea,mihneaoprea,mihneaoprea@kappa.ro,8630911443570,1957-04-06,"Intrarea Mazilescu Nr. 27 Bl. 30  Sc. 39 Ap. 640, Pantelimon, 926703",0252 149 926,41:e8:f0:e7:d6:b0,58.72.244.57,RO78PHIX2241849297526419,2025-06-25 06:40:14,9196,844,414,1753456,2585cef6-3b3c-4994-995a-4605115d68c0
Alberta Toma,albertatoma,albertatoma@post.ro,1170211246553,1927-11-27,"Strada Cătălina Ioniță Nr. 20 Bl. 67  Sc. 93 Ap. 483, Pancota, 365450",0720 189 772,e9:92:cf:46:43:9e,14.238.0.218,RO65MQDH3276876106492219,2025-06-25 06:40:14,30498,919,556,576812,9026581c-5c76-4e3c-ab05-50a0724b0804
Casiana Ardelean,casianaardelean,casianaardelean@post.ro,2270206106521,1967-12-14,"Drumul Niță Nr. 249 Bl. 82  Sc. 60 Ap. 891, Sovata, 572507",0254 891 865,ce:33:de:5b:3d:62,96.132.208.6,RO52CYXZ7514712052795450,2025-06-25 06:40:14,3386,738,127,1953756,e6e9eb14-49ed-4132-8bfc-6173dda4d045
Draga Nistor,draganistor,draganistor@email.ro,6500128013504,2012-03-30,"Bulevardul Tudor Nr. 255 Bl. 49  Sc. 42 Ap. 188, Prejmer, 895479",0255 515 780,e5:8e:4f:20:c8:89,166.207.186.18,RO39AINZ5510581730377509,2025-06-25 06:40:14,29405,238,238,1140057,d6f50d38-a868-4138-a299-1bfbdb0f5785
Floarea Dima,floareadima,floareadima@email.ro,2240220088377,2000-03-25,"Drumul Vasile Georgescu Nr. 13 Bl. 61  Sc. 79 Ap. 401, Rosiori de Vede, 245953",0251 892 203,a1:fd:e0:ee:0b:5a,157.158.99.243,RO11LOUB8039128304161249,2025-06-25 06:40:14,5087,352,342,1271150,6fad9717-33ed-419d-921b-92cfe2ce72cf
Radu Toma,radutoma,radutoma@post.ro,4510629176431,1976-04-22,"Intrarea Nistor, Popesti-Leordeni, 973139",0724 685 625,b4:57:a1:06:3a:a0,16.85.92.250,RO42LZJD0078584338508033,2025-06-25 06:40:14,10217,643,436,1379190,c73c7511-9f08-4774-81ab-cbe6ead4acab
Agnos Cristea,agnoscristea,agnoscristea@email.ro,1510619159546,2015-09-06,"Intrarea Niță Nr. 90, Ocna Mures, 179301",0729 036 641,5a:78:2d:0f:e0:ef,79.167.247.245,RO55HGLK9275888275611907,2025-06-25 06:40:14,22808,67,331,1611145,3be92689-37d6-41e5-b71d-2ef4cfd619a0
Petrică Oprea,petricăoprea,petricăoprea@email.ro,3991206168776,2016-12-13,"Strada Evanghelina Eftimie, Lugoj, 197264",0760 964 767,99:17:c1:af:66:44,62.177.136.96,RO78QQUC5766435560999903,2025-06-25 06:40:14,17753,686,643,1173240,09f16d72-8d04-48bf-b86e-17ba356127f2
Casiana Ene,casianaene,casianaene@zzup.ro,6490302419287,1946-12-14,"Intrarea Niță Nr. 452, Deta, 839179",0244 167 824,8f:58:95:d2:de:f7,12.123.168.128,RO84FRVB2273796450334123,2025-06-25 06:40:14,28314,803,733,1634194,2e82fd6d-4544-4be5-a841-347a8e9d4737
Agnos Nistor,agnosnistor,agnosnistor@post.ro,5371109434424,1967-06-27,"Strada Albu, Dragalina, 554407",0235 328 786,92:28:31:8b:e5:e1,10.254.130.186,RO64BKYW6227483051706357,2025-06-25 06:40:14,30190,464,596,179413,a09462b6-21d2-42e6-9731-2638edae0779
Loredana Dochioiu,loredanadochioiu,loredanadochioiu@post.ro,1410631162009,1928-02-22,"Intrarea Tudor Nr. 231, Targu Frumos, 869693",0242 471 652,32:79:a1:5a:65:3e,189.94.30.108,RO68EPZG4026398513441815,2025-06-25 06:40:14,7794,468,146,1873474,c5b1a802-3e14-4b30-963d-8342e5614a21
Ofelia Diaconescu,ofeliadiaconescu,ofeliadiaconescu@post.ro,7500206323491,2017-07-04,"Strada Oprea Nr. 78, Constanta, 341971",0249 250 571,d3:37:7c:99:d0:48,195.7.147.83,RO47VSJX9809565601787146,2025-06-25 06:40:14,13889,640,656,473084,ec77cd5f-ec04-4232-813e-65093d9d060c
Monalisa Popa,monalisapopa,monalisapopa@141.ro,4210216438467,1956-03-31,"Intrarea Ioniță, Focsani, 254208",0251 034 254,42:da:bb:ef:2e:5d,7.71.66.201,RO52KITD6092403417575688,2025-06-25 06:40:14,22005,383,101,1458194,f08e949e-c1cf-40c8-b58b-baad15b703db
Veronica Mocanu,veronicamocanu,veronicamocanu@email.ro,3560117328200,1984-02-16,"Aleea Anastasia Preda, Tomesti, 268907",0235 633 877,71:96:50:df:72:80,28.102.48.76,RO55PGGQ0022519585484966,2025-06-25 06:40:14,10530,955,308,561094,e4b6521e-3d55-47f2-b500-f24f571ea7e4
Mădălin Pop,mădălinpop,mădălinpop@kappa.ro,1380115296080,2017-04-12,"Drumul Coralia Toma Nr. 589, Falticeni, 545569",0761 494 205,6d:ec:3f:3c:0b:7a,11.21.219.111,RO42VMTN9550913334781375,2025-06-25 06:40:14,6152,217,501,21131,785d3017-cecd-4183-ae0e-cd807246be1a
Eugen Florea,eugenflorea,eugenflorea@email.ro,4920216394218,1966-09-02,"Drumul Petrișor Stoica, Jibou, 676254",0734 035 401,e2:85:60:a6:f5:96,135.179.194.192,RO48LDOS9145908153439404,2025-06-25 06:40:14,9105,712,192,1568644,c7a0110e-323f-4913-8898-03146efa383c
Grațian Dumitrescu,grațiandumitrescu,grațiandumitrescu@email.ro,2191126150082,1916-02-15,"Soseaua Stănescu Nr. 11, Sighisoara, 119947",0235 152 173,52:22:64:77:9a:70,117.172.176.175,RO11HNMJ0034691821771287,2025-06-25 06:40:14,29340,733,90,531130,4ee96dc4-a103-4355-8a79-4778a09e3253
Darius Diaconescu,dariusdiaconescu,dariusdiaconescu@kappa.ro,7630701205133,1913-02-18,"Bulevardul Popa, Copsa Mica, 384941",0729 956 999,c9:9e:18:57:c2:d7,3.7.163.197,RO44CRZN5520932108663115,2025-06-25 06:40:14,13617,676,635,151057,ec33b2ec-98b5-43ad-8428-5a69c0b6da59
Zaharia Mazilescu,zahariamazilescu,zahariamazilescu@zzup.ro,4220515308231,1938-11-02,"Soseaua Renata Nistor, Tomesti, 912838",0771 828 278,5b:b5:72:d5:1d:1f,3.144.129.32,RO17XQCD2598729299887963,2025-06-25 06:40:14,25423,356,594,1915303,43d37263-fcaf-4177-bf92-ca78185bd1fc
Isabela Dochioiu,isabeladochioiu,isabeladochioiu@acasa.ro,2560405075871,2008-03-09,"Bulevardul Tabacu Nr. 22, Braila, 644054",0711 122 731,56:7a:33:9a:9a:df,3.254.117.251,RO13TELT1719718729387790,2025-06-25 06:40:14,5586,577,351,980793,9c5a8e88-c9db-476b-81a3-523c758217e9
Olga Cristea,olgacristea,olgacristea@141.ro,5471225149865,2020-01-14,"Drumul Gheorghiu Nr. 72 Bl. 73  Sc. 19 Ap. 419, Peris, 344426",0233 338 979,03:81:73:6c:24:3a,220.193.192.94,RO72QECC2444170894288791,2025-06-25 06:40:14,4488,194,587,1941238,44d032f5-bedb-499a-be4d-a97cbef242ac
Lioara Dobre,lioaradobre,lioaradobre@email.ro,1820420099832,1956-10-06,"Bulevardul Marin Nr. 227, Curtici, 872695",0260 145 820,04:d1:0d:1c:9a:be,17.148.55.131,RO87MBBZ1027613260549171,2025-06-25 06:40:14,30790,918,643,1067710,57b4ad42-6474-4fcb-8768-327aedad492f
Aurelia Mocanu,aureliamocanu,aureliamocanu@kappa.ro,3960507313612,1918-09-05,"Soseaua Cosmina Albu Nr. 42 Bl. 72  Sc. 23 Ap. 359, Seini, 584789",0721 586 071,59:a8:0d:d2:7f:da,58.210.31.4,RO24LDEJ6872149965689863,2025-06-25 06:40:14,11762,376,90,1049746,b1cb86d1-d670-4f15-bf0a-e31ae3ef62aa
Dorin Albu,dorinalbu,dorinalbu@acasa.ro,6230605328170,1949-10-05,"Bulevardul Mocanu Nr. 667, Bals, 395338",0769 924 103,dd:dc:3a:53:68:63,9.252.237.37,RO06PXTU3087227327543853,2025-06-25 06:40:14,8842,221,420,343736,446a86f1-552c-4b39-ad7b-1bb2afba506f
Marcela Nistor,marcelanistor,marcelanistor@post.ro,7980519049931,1984-01-10,"Soseaua Pușcașu Nr. 37, Roseti, 528588",0260 348 412,66:3d:76:78:fc:df,140.37.35.174,RO35DGJA0356518232961112,2025-06-25 06:40:14,11494,544,225,448525,bab9f64e-703c-42f8-bcb7-c0073bfca664
Betina Eftimie,betinaeftimie,betinaeftimie@zzup.ro,5990816407950,1926-08-15,"Soseaua Vasilică Nistor Nr. 33, Bragadiru, 796518",0742 522 874,4a:a6:a4:97:48:11,73.209.182.25,RO66WJLW5651526191137817,2025-06-25 06:40:14,15713,113,365,106913,15318fca-3f43-42e7-8c9a-f15834187941
Silviu Gheorghiu,silviugheorghiu,silviugheorghiu@141.ro,7051221513968,2008-11-11,"Intrarea Nemeș, Baraolt, 690506",0750 850 723,ab:3a:2e:68:dd:91,97.147.104.20,RO49SQBR1390474620814537,2025-06-25 06:40:14,16752,128,698,1923118,f378cdf6-4d5e-4992-825f-d331f1f7546b
Edgar Diaconescu,edgardiaconescu,edgardiaconescu@gmail.com,5430818196007,1944-12-24,"Strada Tiberiu Pușcașu, Cudalbi, 309647",0728 232 733,3e:cd:f9:45:4d:9b,205.140.119.177,RO85NSFH6097235984111189,2025-06-25 06:40:14,14806,394,704,1745755,cb3883be-2275-4880-880c-8382c6ad29c6
Gheorghe Voinea,gheorghevoinea,gheorghevoinea@zzup.ro,7880825227915,1968-10-20,"Drumul Tomescu, Petrila, 697388",0231 741 932,79:b2:9e:a3:ac:3b,134.87.183.247,RO54OCIG3369943629484567,2025-06-25 06:40:14,28908,755,202,1864618,ed16b290-9d5b-4e6f-83bd-3659be132a5e
Severina Aanei,severinaaanei,severinaaanei@zzup.ro,8430922147457,1935-11-04,"Drumul Oprea Nr. 742 Bl. 33  Sc. 43 Ap. 435, Victoria, 531302",0729 415 533,26:5b:3b:5c:f9:79,161.168.176.59,RO90RFOO4149611094353413,2025-06-25 06:40:14,4492,666,514,345253,cb5d77ea-e99a-40a0-9874-1fbb54edc6f1
Sofia Preda,sofiapreda,sofiapreda@141.ro,1031126375299,1950-11-23,"Soseaua Pamela Gheorghiu Nr. 197, Sangeorz-Bai, 729922",0728 040 921,b8:9a:fa:de:f7:bd,102.29.76.160,RO96DQAR5585513577267941,2025-06-25 06:40:14,18808,770,495,309516,5bf0a58a-2bba-4e09-9805-4dada591613b
Simion Stoica,simionstoica,simionstoica@email.ro,4760914274796,1929-07-19,"Soseaua Horia Florea, Peris, 815714",0785 273 734,99:bd:98:99:8e:5e,212.196.227.46,RO89LXOD4081342140819571,2025-06-25 06:40:14,12183,664,130,1441740,e5cfe09e-05d9-4f22-8733-4f2b44a38da7
Ludmila Ene,ludmilaene,ludmilaene@zzup.ro,7960609137769,2017-04-30,"Strada Florea, Jibou, 135419",0266 498 137,6c:cf:39:a1:96:85,69.208.51.157,RO07UIZW3307919443830079,2025-06-25 06:40:14,4253,254,1,96887,a6cd67bc-d78c-4c84-9702-78ae2ab41896
Sava Barbu,savabarbu,savabarbu@kappa.ro,2580215208853,2000-04-22,"Aleea Manole Nr. 686 Bl. 64  Sc. 77 Ap. 845, Glina, 951924",0241 655 244,a7:be:f0:57:4b:62,199.115.5.108,RO95LKCP6822262469810316,2025-06-25 06:40:14,33542,962,598,1254220,2ec61d7f-c286-44ea-b003-b5f5ea3311f6
Georgel Stoica,georgelstoica,georgelstoica@gmail.com,1381101514714,2008-11-03,"Aleea Ducu Oprea Nr. 44, Constanta, 403955",0761 575 100,75:63:21:66:9a:99,221.75.216.3,RO41TJEF4953855090349014,2025-06-25 06:40:14,8001,536,659,1896196,8afaed4d-941f-4c3e-8968-2129e1d9bc0d
Olivia Preda,oliviapreda,oliviapreda@gmail.com,6491217298731,1970-02-13,"Soseaua Octav Pușcașu Nr. 78 Bl. 38  Sc. 58 Ap. 821, Bosanci, 126547",0750 388 657,5f:27:7e:c6:ee:4c,151.241.66.157,RO06AKDE2794716066099286,2025-06-25 06:40:14,8384,867,644,1965307,5cb7605e-297b-4715-945a-6cb90a71799d
Ieremia Popa,ieremiapopa,ieremiapopa@acasa.ro,1001110324421,1912-07-16,"Intrarea Tomescu Nr. 903, Vicovu de Jos, 421130",0242 830 006,2b:b7:63:67:01:ec,197.142.177.100,RO93SSYC9959986635520255,2025-06-25 06:40:14,31508,733,747,215523,dc16859a-9adf-49bf-b3f1-641b6e01d020
Vasilică Marin,vasilicămarin,vasilicămarin@post.ro,2000420150721,1918-12-07,"Intrarea Ioniță, Pecica, 947447",0728 791 129,74:31:9e:da:2e:53,133.226.190.113,RO08IEEV1810045154572085,2025-06-25 06:40:14,18562,470,354,812988,0cf773e1-c297-4c90-9f7e-bcd17a0f5284
Gheorghiță Tabacu,gheorghițătabacu,gheorghițătabacu@zzup.ro,7570924435882,2004-04-05,"Strada Nemeș Nr. 394, Hateg, 941158",0231 363 538,00:3c:b4:51:c7:55,129.215.3.207,RO66BVJF4154632840287675,2025-06-25 06:40:14,34433,633,311,892013,f8f03f6f-5154-4cbf-9033-838140d2a51e
Zaraza Eftimie,zarazaeftimie,zarazaeftimie@post.ro,3130409170116,1974-06-23,"Intrarea Niță Nr. 487 Bl. 47  Sc. 92 Ap. 495, Miercurea-Ciuc, 333865",0721 239 833,6f:48:8f:a9:de:31,165.28.154.147,RO87JFIM7632658343891109,2025-06-25 06:40:14,26397,871,779,1580750,06d7eb4e-03f3-440d-b6c9-34ba4205c26f
Carolina Eftimie,carolinaeftimie,carolinaeftimie@kappa.ro,5511028261341,2009-07-03,"Strada Ioniță Nr. 289, Dancu, 799048",0760 369 049,6a:22:1e:1d:a9:36,163.134.67.135,RO41ABXD1474642180305429,2025-06-25 06:40:14,21887,830,174,267378,c42746d7-d6f3-41b4-b9b6-5ad4dc3d4916
Petronela Georgescu,petronelageorgescu,petronelageorgescu@acasa.ro,2950211517190,1952-10-10,"Soseaua Ionescu, Bistrita, 575419",0232 576 839,c5:69:8d:18:87:e8,174.197.181.59,RO71SZGY1028039198949524,2025-06-25 06:40:14,10627,412,624,1505760,9de26534-a426-4632-a3cc-363b6ae84229
Grigore Diaconescu,grigorediaconescu,grigorediaconescu@post.ro,7080915201511,1913-07-03,"Drumul Voicu Pușcașu Nr. 605, Calarasi, 965260",0264 311 907,ae:0a:77:f9:4d:ff,152.225.35.230,RO54THDT4236468235080803,2025-06-25 06:40:14,30075,580,652,175477,aec52ea4-e99a-4ecb-93c6-fe1b3ae34960
Dorel Dinu,doreldinu,doreldinu@post.ro,8011109289356,1998-12-20,"Intrarea Stoica Nr. 21 Bl. 97  Sc. 45 Ap. 869, Podu Iloaiei, 663040",0751 699 946,50:a4:10:dc:72:d3,122.163.90.246,RO17OHUD5909946297204828,2025-06-25 06:40:14,32240,421,442,302168,b7bcfd07-3afa-4a65-8f62-94467dc3e360
Pavel Dochioiu,paveldochioiu,paveldochioiu@email.ro,7050818242440,1980-10-24,"Bulevardul Ene Nr. 970, Otelu Rosu, 965605",0241 459 150,97:6a:6c:2e:6a:86,26.44.70.40,RO48HAWZ9998655782828217,2025-06-25 06:40:14,23602,839,774,1222778,16b5adbe-627f-49b2-a7b5-44a467e2ab86
Isabela Stănescu,isabelastănescu,isabelastănescu@acasa.ro,6010327027489,1973-10-03,"Intrarea Barbu Nr. 376 Bl. 28  Sc. 94 Ap. 790, Horodnic de Sus, 316571",0262 757 772,dc:6b:7c:1c:20:e7,142.98.168.41,RO49SHDK8924951122236352,2025-06-25 06:40:14,968,944,767,267098,a4ce90ae-7855-4552-912b-cacf05497cc8
Raul Mazilescu,raulmazilescu,raulmazilescu@email.ro,3970502106720,1999-05-18,"Bulevardul Marin Nr. 627 Bl. 10  Sc. 78 Ap. 959, Giurgiu, 186862",0758 071 194,7e:24:1a:e2:a4:40,88.233.171.11,RO92TJBK4624524104788987,2025-06-25 06:40:14,15357,701,512,1552451,29f6e337-937a-487e-b936-fc14058f9469
Crina Florea,crinaflorea,crinaflorea@email.ro,2280808345048,2020-08-15,"Bulevardul Monalisa Diaconescu Nr. 65, Baraolt, 863221",0752 681 825,61:c5:92:81:13:0b,11.143.44.114,RO02KJID0058493662647971,2025-06-25 06:40:14,24732,520,103,1795771,4cd79970-ae79-40de-82ed-d6a58e15eac0
Vanesa Nistor,vanesanistor,vanesanistor@gmail.com,7811225117704,1960-11-19,"Drumul Toma Nr. 95, Odobesti, 550952",0762 681 667,d3:27:c8:2c:d8:f9,156.135.150.20,RO86ETGF7286145371420428,2025-06-25 06:40:14,20765,268,108,286321,1b547450-1775-4c75-b4cf-60697549189c
Theodor Nemeș,theodornemeș,theodornemeș@zzup.ro,2970615460570,2014-09-24,"Aleea Popescu, Teius, 395077",0746 823 656,4c:0a:b9:5f:55:bc,30.6.77.97,RO41ESHW1486223679878941,2025-06-25 06:40:14,34425,260,211,340228,4ebdebbe-6a76-4ddb-81a9-031f6da9a64e
Andreea Dinu,andreeadinu,andreeadinu@kappa.ro,7690902170041,1917-11-16,"Bulevardul Aurelia Stoica, Rodna, 127550",0256 452 056,48:a3:6f:20:f8:00,86.88.69.232,RO77OZDW4167377465466378,2025-06-25 06:40:14,6078,21,667,898483,da8c906d-656d-46f2-a5b1-ff0a053d536a
Aurică Popa,auricăpopa,auricăpopa@141.ro,8840418285250,1934-11-14,"Bulevardul Stancu Nr. 14 Bl. 34  Sc. 37 Ap. 658, Tudora, 197955",0763 778 099,77:6a:2c:a8:81:4f,113.241.183.191,RO07VYCM8842367187870416,2025-06-25 06:40:14,4121,799,176,1592580,a6d16974-3992-4fcd-a48b-e7cf18a5e9b2
Ilarie Preda,ilariepreda,ilariepreda@zzup.ro,3920128330992,1943-08-14,"Aleea Salomea Preda Nr. 18, Peris, 259663",0785 976 705,93:31:1a:01:7b:79,93.24.150.195,RO18QEZA6265888204809002,2025-06-25 06:40:14,9689,679,137,1351452,4a156bad-b40e-42de-972e-3cd7dab48404
Marian Eftimie,marianeftimie,marianeftimie@zzup.ro,8910729294177,1925-03-05,"Intrarea Nemeș Nr. 87 Bl. 70  Sc. 78 Ap. 362, Baia, 283578",0269 659 053,98:25:a0:53:c2:a7,114.81.225.52,RO40VRJI8787832345074692,2025-06-25 06:40:14,1389,738,721,751168,57f3904e-3771-4a89-9bf4-2543baab7522
Dacian Ene,dacianene,dacianene@acasa.ro,4950412329962,1923-10-05,"Soseaua Tincuța Nistor, Codlea, 916241",0751 178 500,67:02:a8:1a:d2:b1,184.156.207.73,RO96CRJH5225049126451114,2025-06-25 06:40:14,20085,553,121,837701,d97e4531-4e7b-478e-83c2-ff5fef58eb3e
Georgeta Stoica,georgetastoica,georgetastoica@email.ro,7740203088287,1941-07-15,"Soseaua Gheorghiu Nr. 290 Bl. 22  Sc. 75 Ap. 186, Reghin, 502467",0770 009 357,57:81:28:d7:4c:1e,211.137.11.206,RO50RPBC3912950435711335,2025-06-25 06:40:14,16416,210,192,1984346,d7149599-fcd8-4658-bd37-d248b12cdc42
Octav Preda,octavpreda,octavpreda@gmail.com,1580519262223,1991-05-27,"Intrarea Mocanu, Fieni, 329855",0761 982 511,ce:a5:2c:a6:98:73,4.19.94.69,RO89IJDK9434679026166398,2025-06-25 06:40:14,14033,524,661,244906,d1a09b5e-aefb-4670-83b6-74ff68761cef
Zeno Eftimie,zenoeftimie,zenoeftimie@email.ro,7211215039544,1995-08-11,"Strada Eftimie Nr. 968 Bl. 14  Sc. 77 Ap. 119, Constanta, 393698",0267 541 508,05:5e:3e:3f:d8:7c,170.105.56.249,RO44KACM1638839575915132,2025-06-25 06:40:14,2058,615,544,660634,6a6c1b24-3fed-47df-a627-a37ee5edc7dc
Carina Stoica,carinastoica,carinastoica@kappa.ro,2820214321072,1948-08-08,"Strada Dobre Nr. 96, Falticeni, 315773",0742 507 362,6f:da:87:c4:12:44,139.38.195.32,RO33RXKE7138526096389556,2025-06-25 06:40:14,91,159,81,1636838,05fa7557-9a7d-4a42-8929-20d23e346d39
